VC_PERSONAL_CARGO;MO_PERSONAL_REMUNERACIONES;MO_PERSONAL_HONORARIOS;MO_PERSONAL_INCENTIVO;MO_PERSONAL_GRATIFICACION;MO_PERSONAL_OTROS_BENEFICIOS;male;female;CARGO
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2500;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2540;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2542;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2552;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;4801.07;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3429.33;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3343.6;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2657.73;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2597;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2686.67;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2612;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2620;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;8968.75;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2642.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2674.8;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2674.8;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2675;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2679.6;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2716.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2750;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2753.25;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2864.4;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2773.87;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2803.33;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2870;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2900;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2951.67;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;4557.07;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3424.61;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3368.27;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3269.2;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3170.13;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3135.87;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3071.07;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3071.07;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
